Time(s),LateralError_e(m),ControlOutput_u,VehiclePos_y(m),ReferencePos_r(m),P_Term,I_Term,D_Term,SteeringAngle_delta(deg),VehicleGlobalX(m),VehicleGlobalZ(m),TargetGlobalX(m),TargetGlobalZ(m)
2.3600,-0.3123,-0.0978,-0.3123,0.0000,0.3123,0.0000,-0.4101,8.3608,-44.4844,593.1140,-44.2089,592.8955
2.4600,-0.2043,-0.3308,-0.2043,0.0000,0.2043,0.0000,-0.5351,-3.6392,-44.2931,594.0884,-44.1272,593.8754
2.5600,-0.1310,-0.1548,-0.1310,0.0000,0.1310,0.0000,-0.2858,-5.4170,-44.1351,595.0701,-44.0326,594.8601
2.6600,-0.1051,-0.0017,-0.1051,0.0000,0.1051,0.0000,-0.1069,-0.0604,-44.0050,596.0570,-43.9263,595.8480
2.7600,-0.0915,0.0238,-0.0915,0.0000,0.0915,0.0000,-0.0677,0.8328,-43.8737,597.0446,-43.8097,596.8361
2.8600,-0.0805,0.0216,-0.0805,0.0000,0.0805,0.0000,-0.0589,0.7576,-43.7354,598.0319,-43.6837,597.8242
2.9600,-0.0710,0.0177,-0.0710,0.0000,0.0710,0.0000,-0.0533,0.6207,-43.5902,599.0188,-43.5494,598.8118
3.0600,-0.0626,0.0146,-0.0626,0.0000,0.0626,0.0000,-0.0481,0.5095,-43.4389,600.0052,-43.4076,599.7991
3.1600,-0.0556,0.0158,-0.0556,0.0000,0.0556,0.0000,-0.0399,0.5518,-43.2820,600.9911,-43.2588,600.7854
3.2600,-0.0494,0.0164,-0.0494,0.0000,0.0494,0.0000,-0.0330,0.5734,-43.1201,601.9766,-43.1041,601.7717
3.3600,-0.0439,0.0171,-0.0439,0.0000,0.0439,0.0000,-0.0268,0.5993,-42.9538,602.9615,-42.9441,602.7574
3.4600,-0.0390,0.0170,-0.0390,0.0000,0.0390,0.0000,-0.0219,0.5956,-42.7836,603.9460,-42.7795,603.7427
3.5600,-0.0345,0.0147,-0.0345,0.0000,0.0345,0.0000,-0.0198,0.5153,-42.6099,604.9301,-42.6109,604.7274
3.6600,-0.0304,0.0127,-0.0304,0.0000,0.0304,0.0000,-0.0178,0.4436,-42.4333,605.9138,-42.4389,605.7118
3.7600,-0.0268,0.0106,-0.0268,0.0000,0.0268,0.0000,-0.0162,0.3702,-42.2543,606.8972,-42.2639,606.6958
3.8600,-0.0234,0.0083,-0.0234,0.0000,0.0234,0.0000,-0.0151,0.2889,-42.0732,607.8802,-42.0866,607.6794
3.9600,-0.0203,0.0061,-0.0203,0.0000,0.0203,0.0000,-0.0142,0.2135,-41.8906,608.8631,-41.9073,608.6629
4.0600,-0.0174,0.0039,-0.0174,0.0000,0.0174,0.0000,-0.0135,0.1378,-41.7069,609.8458,-41.7266,609.6461
4.1600,-0.0147,0.0020,-0.0147,0.0000,0.0147,0.0000,-0.0127,0.0696,-41.5224,610.8284,-41.5449,610.6292
4.2600,-0.0122,0.0002,-0.0122,0.0000,0.0122,0.0000,-0.0121,0.0061,-41.3376,611.8111,-41.3626,611.6123
4.3600,-0.0099,-0.0017,-0.0099,0.0000,0.0099,0.0000,-0.0116,-0.0591,-41.1529,612.7938,-41.1801,612.5955
4.4600,-0.0077,-0.0030,-0.0077,0.0000,0.0077,0.0000,-0.0107,-0.1056,-40.9687,613.7765,-40.9980,613.5785
4.5600,-0.0056,-0.0043,-0.0056,0.0000,0.0056,0.0000,-0.0098,-0.1498,-40.7853,614.7595,-40.8164,614.5619
4.6600,-0.0036,-0.0051,-0.0036,0.0000,0.0036,0.0000,-0.0087,-0.1786,-40.6032,615.7427,-40.6360,615.5454
4.7600,-0.0017,-0.0059,-0.0017,0.0000,0.0017,0.0000,-0.0076,-0.2080,-40.4228,616.7262,-40.4571,616.5292
4.8600,0.0002,-0.0074,0.0002,0.0000,-0.0002,0.0000,-0.0072,-0.2606,-40.2443,617.7101,-40.2800,617.5133
4.9600,0.0021,-0.0100,0.0021,0.0000,-0.0021,0.0000,-0.0079,-0.3503,-40.0683,618.6945,-40.1054,618.4979
5.0600,0.0039,-0.0133,0.0039,0.0000,-0.0039,0.0000,-0.0093,-0.4641,-39.8951,619.6793,-39.9334,619.4829
5.1600,0.0058,-0.0169,0.0058,0.0000,-0.0058,0.0000,-0.0111,-0.5902,-39.7251,620.6647,-39.7646,620.4685
5.2600,0.0076,-0.0192,0.0076,0.0000,-0.0076,0.0000,-0.0116,-0.6717,-39.5588,621.6507,-39.5993,621.4547
5.3600,0.0095,-0.0215,0.0095,0.0000,-0.0095,0.0000,-0.0120,-0.7509,-39.3965,622.6374,-39.4379,622.4415
5.4600,0.0113,-0.0239,0.0113,0.0000,-0.0113,0.0000,-0.0126,-0.8366,-39.2386,623.6249,-39.2809,623.4291
5.5600,0.0131,-0.0261,0.0131,0.0000,-0.0131,0.0000,-0.0130,-0.9127,-39.0856,624.6131,-39.1288,624.4174
5.6600,0.0149,-0.0274,0.0149,0.0000,-0.0149,0.0000,-0.0125,-0.9602,-38.9381,625.6021,-38.9819,625.4064
5.7600,0.0167,-0.0287,0.0167,0.0000,-0.0167,0.0000,-0.0119,-1.0031,-38.7963,626.5920,-38.8407,626.3963
5.8600,0.0186,-0.0299,0.0186,0.0000,-0.0186,0.0000,-0.0113,-1.0453,-38.6609,627.5828,-38.7058,627.3870
5.9600,0.0205,-0.0305,0.0205,0.0000,-0.0205,0.0000,-0.0101,-1.0691,-38.5322,628.5745,-38.5776,628.3786
6.0600,0.0223,-0.0308,0.0223,0.0000,-0.0223,0.0000,-0.0085,-1.0796,-38.4110,629.5671,-38.4567,629.3711
6.1600,0.0242,-0.0311,0.0242,0.0000,-0.0242,0.0000,-0.0069,-1.0885,-38.2976,630.5606,-38.3436,630.3645
6.2600,0.0262,-0.0311,0.0262,0.0000,-0.0262,0.0000,-0.0049,-1.0871,-38.1926,631.5551,-38.2389,631.3588
6.3600,0.0281,-0.0308,0.0281,0.0000,-0.0281,0.0000,-0.0027,-1.0777,-38.0968,632.5504,-38.1432,632.3539
6.4600,0.0301,-0.0303,0.0301,0.0000,-0.0301,0.0000,-0.0002,-1.0616,-38.0107,633.5467,-38.0571,633.3499
6.5600,0.0323,-0.0318,0.0323,0.0000,-0.0323,0.0000,0.0005,-1.1126,-37.9350,634.5438,-37.9816,634.3464
6.6600,0.0350,-0.0401,0.0350,0.0000,-0.0350,0.0000,-0.0050,-1.4021,-37.8704,635.5417,-37.9174,635.3439
6.7600,0.0379,-0.0500,0.0379,0.0000,-0.0379,0.0000,-0.0121,-1.7502,-37.8177,636.5403,-37.8652,636.3421
6.8600,0.0409,-0.0609,0.0409,0.0000,-0.0409,0.0000,-0.0200,-2.1307,-37.7777,637.5394,-37.8255,637.3407
6.9600,0.0439,-0.0678,0.0439,0.0000,-0.0439,0.0000,-0.0238,-2.3725,-37.7512,638.5391,-37.7994,638.3398
7.0600,0.0472,-0.0731,0.0472,0.0000,-0.0472,0.0000,-0.0260,-2.5595,-37.7393,639.5390,-37.7876,639.3391
7.1600,0.0506,-0.0795,0.0506,0.0000,-0.0506,0.0000,-0.0289,-2.7811,-37.7427,640.5391,-37.7913,640.3384
7.2600,0.0541,-0.0853,0.0541,0.0000,-0.0541,0.0000,-0.0312,-2.9858,-37.7624,641.5388,-37.8112,641.3373
7.3600,0.0578,-0.0878,0.0578,0.0000,-0.0578,0.0000,-0.0301,-3.0742,-37.7998,642.5381,-37.8485,642.3356
7.4600,0.0617,-0.0905,0.0617,0.0000,-0.0617,0.0000,-0.0289,-3.1682,-37.8558,643.5365,-37.9045,643.3329
7.5600,0.0656,-0.0933,0.0656,0.0000,-0.0656,0.0000,-0.0277,-3.2658,-37.9316,644.5336,-37.9801,644.3288
7.6600,0.0699,-0.0952,0.0699,0.0000,-0.0699,0.0000,-0.0254,-3.3332,-38.0285,645.5289,-38.0767,645.3228
7.7600,0.0742,-0.0949,0.0742,0.0000,-0.0742,0.0000,-0.0207,-3.3223,-38.1479,646.5217,-38.1957,646.3140
7.8600,0.0787,-0.0958,0.0787,0.0000,-0.0787,0.0000,-0.0171,-3.3525,-38.2911,647.5114,-38.3383,647.3019
7.9600,0.0834,-0.0953,0.0834,0.0000,-0.0834,0.0000,-0.0119,-3.3350,-38.4595,648.4971,-38.5059,648.2858
8.0600,0.0884,-0.0936,0.0884,0.0000,-0.0884,0.0000,-0.0052,-3.2743,-38.6547,649.4777,-38.7002,649.2644
8.1800,0.0955,-0.1248,0.0955,0.0000,-0.0955,0.0000,-0.0293,-4.3689,-38.9262,650.6465,-38.9705,650.4280
8.3000,0.1049,-0.1631,0.1049,0.0000,-0.1049,0.0000,-0.0581,-5.7074,-39.2414,651.8043,-39.2863,651.5824
8.4200,0.1120,-0.1463,0.1120,0.0000,-0.1120,0.0000,-0.0342,-5.1203,-39.6029,652.9485,-39.6457,652.7236
8.5400,0.1170,-0.1119,0.1170,0.0000,-0.1170,0.0000,0.0051,-3.9158,-40.0125,654.0763,-40.0508,653.8489
8.6600,0.1274,-0.1847,0.1274,0.0000,-0.1274,0.0000,-0.0572,-6.1935,-40.4725,655.1845,-40.5084,654.9484
8.7600,0.1353,-0.1991,0.1353,0.0000,-0.1353,0.0000,-0.0638,-6.9670,-40.8963,656.0903,-40.9294,655.8496
8.8800,0.1452,-0.2027,0.1452,0.0000,-0.1452,0.0000,-0.0576,-7.0953,-41.4551,657.1521,-41.4849,656.9067
9.0000,0.1495,-0.1515,0.1495,0.0000,-0.1495,0.0000,-0.0020,-5.3039,-42.0687,658.1832,-42.0906,657.9359
9.1200,0.1492,-0.1229,0.1492,0.0000,-0.1492,0.0000,0.0264,-4.3000,-42.7316,659.1833,-42.7400,658.9326
9.2400,0.1499,-0.1604,0.1499,0.0000,-0.1499,0.0000,-0.0105,-5.6150,-43.4382,660.1532,-43.4374,659.9034
9.3600,0.1453,-0.1339,0.1453,0.0000,-0.1453,0.0000,0.0114,-4.6861,-44.1825,661.0944,-44.1695,660.8488
9.4800,0.1371,-0.0923,0.1371,0.0000,-0.1371,0.0000,0.0448,-3.2296,-44.9592,662.0090,-44.9325,661.7700
9.5800,0.1305,-0.0769,0.1305,0.0000,-0.1305,0.0000,0.0535,-2.6923,-45.6285,662.7521,-45.5909,662.5182
9.7000,0.1234,-0.0951,0.1234,0.0000,-0.1234,0.0000,0.0283,-3.3282,-46.4548,663.6222,-46.4041,663.3928
9.8200,0.1165,-0.0984,0.1165,0.0000,-0.1165,0.0000,0.0181,-3.4442,-47.3036,664.4703,-47.2428,664.2478
9.9400,0.1081,-0.0731,0.1081,0.0000,-0.1081,0.0000,0.0350,-2.5581,-48.1726,665.2979,-48.1012,665.0833
10.0600,0.0990,-0.0477,0.0990,0.0000,-0.0990,0.0000,0.0513,-1.6692,-49.0592,666.1066,-48.9776,665.9003
10.1800,0.0930,-0.0730,0.0930,0.0000,-0.0930,0.0000,0.0200,-2.5544,-49.9616,666.8975,-49.8712,666.6967
10.3000,0.0866,-0.0664,0.0866,0.0000,-0.0866,0.0000,0.0202,-2.3237,-50.8784,667.6717,-50.7805,667.4777
10.4000,0.0811,-0.0600,0.0811,0.0000,-0.0811,0.0000,0.0211,-2.1000,-51.6523,668.3050,-51.5483,668.1165
10.5200,0.0744,-0.0429,0.0744,0.0000,-0.0744,0.0000,0.0315,-1.5010,-52.5917,669.0516,-52.4808,668.8701
10.6400,0.0687,-0.0427,0.0687,0.0000,-0.0687,0.0000,0.0260,-1.4933,-53.5418,669.7847,-53.4245,669.6088
10.7600,0.0643,-0.0520,0.0643,0.0000,-0.0643,0.0000,0.0124,-1.8186,-54.5017,670.5047,-54.3796,670.3340
10.8800,0.0595,-0.0428,0.0595,0.0000,-0.0595,0.0000,0.0168,-1.4972,-55.4706,671.2126,-55.3437,671.0475
11.0000,0.0545,-0.0283,0.0545,0.0000,-0.0545,0.0000,0.0262,-0.9914,-56.4476,671.9094,-56.3160,671.7497
11.1200,0.0509,-0.0383,0.0509,0.0000,-0.0509,0.0000,0.0127,-1.3392,-57.4321,672.5955,-57.2966,672.4399
11.2200,0.0480,-0.0381,0.0480,0.0000,-0.0480,0.0000,0.0099,-1.3343,-58.2579,673.1595,-58.1194,673.0076
11.3400,0.0449,-0.0356,0.0449,0.0000,-0.0449,0.0000,0.0093,-1.2446,-59.2547,673.8276,-59.1130,673.6796
11.4600,0.0415,-0.0262,0.0415,0.0000,-0.0415,0.0000,0.0153,-0.9167,-60.2574,674.4869,-60.1127,674.3430
11.5800,0.0382,-0.0207,0.0382,0.0000,-0.0382,0.0000,0.0175,-0.7244,-61.2656,675.1377,-61.1178,674.9976
11.7000,0.0361,-0.0299,0.0361,0.0000,-0.0361,0.0000,0.0063,-1.0449,-62.2788,675.7806,-62.1289,675.6434
11.8200,0.0338,-0.0264,0.0338,0.0000,-0.0338,0.0000,0.0074,-0.9245,-63.2968,676.4160,-63.1447,676.2819
11.9400,0.0312,-0.0186,0.0312,0.0000,-0.0312,0.0000,0.0126,-0.6498,-64.3191,677.0444,-64.1648,676.9136
12.0400,0.0293,-0.0156,0.0293,0.0000,-0.0293,0.0000,0.0137,-0.5457,-65.1741,677.5630,-65.0182,677.4346
12.1600,0.0276,-0.0208,0.0276,0.0000,-0.0276,0.0000,0.0068,-0.7287,-66.2035,678.1796,-66.0459,678.0536
12.2800,0.0260,-0.0221,0.0260,0.0000,-0.0260,0.0000,0.0039,-0.7752,-67.2365,678.7903,-67.0773,678.6666
12.4000,0.0242,-0.0174,0.0242,0.0000,-0.0242,0.0000,0.0068,-0.6083,-68.2825,679.4013,-68.1150,679.2759
12.5200,0.0222,-0.0150,0.0222,0.0000,-0.0222,0.0000,0.0072,-0.5259,-69.5785,680.1486,-69.3440,679.9884
12.6400,0.0206,-0.0142,0.0206,0.0000,-0.0206,0.0000,0.0064,-0.4983,-71.2722,681.1113,-70.9758,680.9203
12.7400,0.0192,-0.0112,0.0192,0.0000,-0.0192,0.0000,0.0080,-0.3911,-72.9311,682.0400,-72.5929,681.8298
12.8600,0.0175,-0.0086,0.0175,0.0000,-0.0175,0.0000,0.0090,-0.3004,-75.1606,683.2689,-74.7816,683.0414
12.9800,0.0159,-0.0088,0.0159,0.0000,-0.0159,0.0000,0.0071,-0.3083,-77.5996,684.5922,-77.1880,684.3522
13.1000,0.0140,-0.0050,0.0140,0.0000,-0.0140,0.0000,0.0089,-0.1764,-80.2042,685.9859,-79.7668,685.7371
13.2200,0.0121,-0.0029,0.0121,0.0000,-0.0121,0.0000,0.0093,-0.1001,-82.9391,687.4335,-82.4812,687.1782
13.3400,0.0102,-0.0016,0.0102,0.0000,-0.0102,0.0000,0.0086,-0.0568,-85.7756,688.9240,-85.3016,688.6638
13.4600,0.0082,0.0001,0.0082,0.0000,-0.0082,0.0000,0.0083,0.0036,-88.6901,690.4507,-88.2036,690.1866
13.5600,0.0065,0.0013,0.0065,0.0000,-0.0065,0.0000,0.0078,0.0463,-91.1643,691.7485,-90.6697,691.4814
13.6800,0.0040,0.0075,0.0040,0.0000,-0.0040,0.0000,0.0115,0.2608,-94.1732,693.3367,-93.6712,693.0660
13.8000,0.0017,0.0076,0.0017,0.0000,-0.0017,0.0000,0.0092,0.2650,-97.2116,694.9608,-96.7045,694.6860
13.9200,-0.0013,0.0148,-0.0013,0.0000,0.0013,0.0000,0.0135,0.5174,-100.2655,696.6269,-99.7554,696.3471
14.0400,-0.0049,0.0243,-0.0049,0.0000,0.0049,0.0000,0.0194,0.8517,-103.3210,698.3444,-102.8099,698.0582
14.1600,-0.0088,0.0233,-0.0088,0.0000,0.0088,0.0000,0.0145,0.8143,-106.3630,700.1267,-105.8532,699.8318
14.2800,-0.0135,0.0245,-0.0135,0.0000,0.0135,0.0000,0.0110,0.8573,-109.3726,701.9940,-108.8666,701.6879
14.3800,-0.0195,0.0356,-0.0195,0.0000,0.0195,0.0000,0.0161,1.2470,-111.8358,703.6376,-111.3357,703.3183
14.5000,-0.0311,0.0729,-0.0311,0.0000,0.0311,0.0000,0.0418,2.5520,-114.7005,705.7551,-114.2130,705.4140
14.6200,-0.0544,0.2207,-0.0544,0.0000,0.0544,0.0000,0.1664,4.8411,-117.3937,708.0980,-116.9234,707.7286
14.7400,-0.0966,0.3756,-0.0966,0.0000,0.0966,0.0000,0.2790,9.9093,-119.7282,710.8025,-119.2977,710.3772
14.8600,-0.1909,0.7476,-0.1909,0.0000,0.1909,0.0000,0.5567,18.0974,-121.2106,714.0397,-120.8598,713.4031
14.9800,-0.3265,0.6617,-0.3265,0.0000,0.3265,0.0000,0.3351,27.6974,-120.7944,717.5233,-120.7287,716.8731
15.1000,-0.2052,-0.6117,-0.2052,0.0000,0.2052,0.0000,-0.8169,13.2974,-118.3408,720.0981,-118.6875,719.5906
15.2000,0.0167,-0.9670,0.0167,0.0000,-0.0167,0.0000,-0.9502,1.2974,-115.7668,721.6221,-116.3000,721.3475
15.3200,-0.0616,0.8415,-0.0616,0.0000,0.0616,0.0000,0.7799,6.0974,-112.6337,723.3802,-113.1386,723.0473
15.4400,-0.0118,-0.6898,-0.0118,0.0000,0.0118,0.0000,-0.7016,1.2974,-109.2782,724.6584,-109.8433,724.4609
15.5600,-0.0081,0.5338,-0.0081,0.0000,0.0081,0.0000,0.5257,1.2974,-105.9113,725.9183,-106.4664,725.6913
15.6800,-0.0220,-0.4629,-0.0220,0.0000,0.0220,0.0000,-0.4849,1.9881,-102.4701,726.9531,-103.0457,726.7881
15.8000,-0.0048,0.5895,-0.0048,0.0000,0.0048,0.0000,0.5847,-2.8119,-99.0293,727.9944,-99.5926,727.7878
15.9200,-0.2004,0.5216,-0.2004,0.0000,0.2004,0.0000,0.3212,11.5881,-95.5867,729.0242,-96.1247,728.7098
16.0200,0.0953,-1.0000,0.0953,0.0000,-0.0953,0.0000,-1.7923,-0.4119,-92.6126,729.4019,-93.2311,729.4289
16.1200,0.3286,-0.8994,0.3286,0.0000,-0.3286,0.0000,-0.5707,-12.4119,-89.6694,729.9545,-90.3212,730.1145
16.2400,-0.1099,1.0000,-0.1099,0.0000,0.1099,0.0000,2.3282,1.9881,-86.3012,731.2194,-86.8366,730.8940
16.3400,-0.4218,1.0000,-0.4218,0.0000,0.4218,0.0000,0.9168,13.9881,-83.4209,732.0347,-83.9248,731.5161
16.4400,0.0122,-1.0000,0.0122,0.0000,-0.0122,0.0000,-3.0656,6.7881,-80.4276,732.0588,-81.0284,732.1125
16.5600,1.0009,-1.0000,1.0009,0.0000,-1.0009,0.0000,-3.9450,-7.6119,-76.8394,731.7878,-77.6306,732.7876
16.6600,1.3389,-1.0000,1.3389,0.0000,-1.3389,0.0000,-0.5557,-19.6119,-73.8835,732.2059,-74.7083,733.3500
16.7600,0.5282,1.0000,0.5282,0.0000,-0.5282,0.0000,5.3962,-12.4119,-71.3162,733.7292,-71.8855,733.8795
16.8600,-1.0265,1.0000,-1.0265,0.0000,1.0265,0.0000,8.1419,-0.4119,-69.1196,735.7708,-69.3659,734.3422
16.9800,-2.8740,1.0000,-2.8740,0.0000,2.8740,0.0000,6.9817,13.9881,-66.3360,738.0403,-66.3369,734.8875
17.0800,-3.5551,1.0000,-3.5551,0.0000,3.5551,0.0000,1.7997,25.9881,-63.5095,738.9532,-63.4921,735.3903
17.1800,-2.5859,-1.0000,-2.5859,0.0000,2.5859,0.0000,-7.0064,23.5881,-60.6766,738.1155,-60.7561,735.8666
17.3000,0.1857,-1.0000,0.1857,0.0000,-0.1857,0.0000,-12.5848,9.1881,-58.1381,735.5903,-58.5354,736.2488
17.4000,2.8866,-1.0000,2.8866,0.0000,-2.8866,0.0000,-13.5773,-2.8119,-56.4180,733.1327,-57.2484,736.4686
17.5000,5.5010,-1.0000,5.5010,0.0000,-5.5010,0.0000,-12.6989,-14.8119,-54.4425,730.8843,-55.8046,736.7141
17.6000,7.5073,-1.0000,7.5073,0.0000,-7.5073,0.0000,-8.7176,-26.8119,-51.8037,729.5259,-53.6301,737.0815
17.7200,7.6748,-1.0000,7.6748,0.0000,-7.6748,0.0000,3.3316,-35.0000,-48.4741,730.4694,-50.2026,737.6566
17.8200,5.5016,1.0000,5.5016,0.0000,-5.5016,0.0000,12.4957,-25.4000,-47.2415,733.1459,-48.2527,737.9821
17.9200,2.5623,1.0000,2.5623,0.0000,-2.5623,0.0000,14.8889,-13.4000,-47.4857,736.1196,-47.7769,738.0613
18.0400,-1.0009,1.0000,-1.0009,0.0000,1.0009,0.0000,14.7702,1.0000,-48.6228,739.5335,-48.2555,737.9816
18.1400,-3.9726,1.0000,-3.9726,0.0000,3.9726,0.0000,14.9277,13.0000,-49.3960,742.4271,-48.6404,737.9174
18.2400,-6.9191,1.0000,-6.9191,0.0000,6.9191,0.0000,14.4491,25.0000,-49.1823,745.3926,-48.2056,737.9899
18.3400,-9.1419,1.0000,-9.1419,0.0000,9.1419,0.0000,9.2552,35.0000,-47.3036,747.6374,-46.3149,738.3046
18.4600,-9.0286,1.0000,-9.0286,0.0000,9.0286,0.0000,-4.6541,35.0000,-43.8523,747.5125,-42.9113,738.8703
18.5600,-6.6775,-1.0000,-6.6775,0.0000,6.6775,0.0000,-13.1892,25.4000,-42.0310,745.1960,-41.1766,739.1586
18.6600,-3.7058,-1.0000,-3.7058,0.0000,3.7058,0.0000,-14.9142,13.4000,-41.5770,742.2471,-40.9793,739.1914
18.7800,-0.2047,-1.0000,-0.2047,0.0000,0.2047,0.0000,-14.4586,-1.0000,-41.8889,738.6622,-41.7896,739.0567
18.8800,2.7165,-1.0000,2.7165,0.0000,-2.7165,0.0000,-14.7318,-13.0000,-41.9679,735.6682,-42.4514,738.9467
18.9800,5.6916,-1.0000,5.6916,0.0000,-5.6916,0.0000,-14.7396,-25.0000,-41.0704,732.8337,-42.2947,738.9728
19.1000,8.3647,-1.0000,8.3647,0.0000,-8.3647,0.0000,-8.4396,-35.0000,-38.1277,730.9982,-40.0938,739.3387
19.2000,8.3015,-1.0000,8.3015,0.0000,-8.3015,0.0000,3.3073,-35.0000,-35.3935,732.0115,-37.2230,739.8172
19.3000,6.1291,1.0000,6.1291,0.0000,-6.1291,0.0000,12.4901,-25.4000,-34.1609,734.6880,-35.2802,740.1423
19.4000,3.1904,1.0000,3.1904,0.0000,-3.1904,0.0000,14.8883,-13.4000,-34.4052,737.6617,-34.8039,740.2223
19.5200,-0.3734,1.0000,-0.3734,0.0000,0.3734,0.0000,14.7724,1.0000,-35.5423,741.0757,-35.2779,740.1428
19.6200,-3.3454,1.0000,-3.3454,0.0000,3.3454,0.0000,14.9289,13.0000,-36.3155,743.9693,-35.6604,740.0786
19.7200,-6.2916,1.0000,-6.2916,0.0000,6.2916,0.0000,14.4466,25.0000,-36.1019,746.9349,-35.2234,740.1519
19.8400,-8.7367,1.0000,-8.7367,0.0000,8.7367,0.0000,7.2275,35.0000,-33.6669,749.4045,-32.7688,740.5649
19.9400,-8.3870,1.0000,-8.3870,0.0000,8.3870,0.0000,-4.7085,35.0000,-30.7720,749.0549,-29.9008,741.0516
20.0400,-6.0272,-1.0000,-6.0272,0.0000,6.0272,0.0000,-13.2251,25.4000,-28.9506,746.7384,-28.1702,741.3480
20.1400,-3.0544,-1.0000,-3.0544,0.0000,3.0544,0.0000,-14.9115,13.4000,-28.4966,743.7894,-27.9891,741.3791
20.2600,0.4422,-1.0000,0.4422,0.0000,-0.4422,0.0000,-14.4383,-1.0000,-28.8085,740.2046,-28.8173,741.2368
20.3600,3.3601,-1.0000,3.3601,0.0000,-3.3601,0.0000,-14.7179,-13.0000,-28.8875,737.2106,-29.4926,741.1212
20.4600,6.3358,-1.0000,6.3358,0.0000,-6.3358,0.0000,-14.7505,-25.0000,-27.9999,734.3901,-29.3503,741.1456
20.5800,8.8761,-1.0000,8.8761,0.0000,-8.8761,0.0000,-8.0944,-35.0000,-25.5073,732.5892,-27.4884,741.4653
20.6800,9.3031,-1.0000,9.3031,0.0000,-9.3031,0.0000,-0.3878,-35.0000,-23.3181,732.8259,-25.3112,741.8429
20.7800,8.5324,-1.0000,8.5324,0.0000,-8.5324,0.0000,4.8741,-35.0000,-21.8313,734.0387,-23.5413,742.1533
20.8800,7.1606,0.0484,7.1606,0.0000,-7.1606,0.0000,7.2090,-30.2000,-21.1907,735.6024,-22.5114,742.3355
21.0000,5.3619,1.0000,5.3619,0.0000,-5.3619,0.0000,7.4386,-15.8000,-21.1454,737.4302,-22.0644,742.4149
21.1000,3.9228,1.0000,3.9228,0.0000,-3.9228,0.0000,7.1162,-3.8000,-21.3495,738.8430,-21.9922,742.4277
