Time(s),LateralError_e(m),ControlOutput_u,VehiclePos_y(m),ReferencePos_r(m),P_Term,I_Term,D_Term,SteeringAngle_delta(deg),VehicleGlobalX(m),VehicleGlobalZ(m),TargetGlobalX(m),TargetGlobalZ(m)
2.3600,-0.3123,-0.0978,-0.3123,0.0000,0.3123,0.0000,-0.4101,8.3608,-44.4844,593.1140,-44.2089,592.8955
2.4600,-0.2043,-0.3308,-0.2043,0.0000,0.2043,0.0000,-0.5351,-3.6392,-44.2931,594.0884,-44.1272,593.8754
2.5600,-0.1310,-0.1548,-0.1310,0.0000,0.1310,0.0000,-0.2858,-5.4170,-44.1351,595.0701,-44.0326,594.8601
2.6600,-0.1051,-0.0017,-0.1051,0.0000,0.1051,0.0000,-0.1069,-0.0604,-44.0050,596.0570,-43.9263,595.8480
2.7600,-0.0915,0.0238,-0.0915,0.0000,0.0915,0.0000,-0.0677,0.8328,-43.8737,597.0446,-43.8097,596.8361
2.8600,-0.0805,0.0216,-0.0805,0.0000,0.0805,0.0000,-0.0589,0.7576,-43.7354,598.0319,-43.6837,597.8242
2.9600,-0.0710,0.0177,-0.0710,0.0000,0.0710,0.0000,-0.0533,0.6207,-43.5902,599.0188,-43.5494,598.8118
3.0600,-0.0626,0.0146,-0.0626,0.0000,0.0626,0.0000,-0.0481,0.5095,-43.4389,600.0052,-43.4076,599.7991
3.1600,-0.0556,0.0158,-0.0556,0.0000,0.0556,0.0000,-0.0399,0.5518,-43.2820,600.9911,-43.2588,600.7854
3.2600,-0.0494,0.0164,-0.0494,0.0000,0.0494,0.0000,-0.0330,0.5734,-43.1201,601.9766,-43.1041,601.7717
3.3600,-0.0439,0.0171,-0.0439,0.0000,0.0439,0.0000,-0.0268,0.5993,-42.9538,602.9615,-42.9441,602.7574
3.4600,-0.0390,0.0170,-0.0390,0.0000,0.0390,0.0000,-0.0219,0.5956,-42.7836,603.9460,-42.7795,603.7427
3.5600,-0.0345,0.0147,-0.0345,0.0000,0.0345,0.0000,-0.0198,0.5153,-42.6099,604.9301,-42.6109,604.7274
3.6600,-0.0304,0.0127,-0.0304,0.0000,0.0304,0.0000,-0.0178,0.4436,-42.4333,605.9138,-42.4389,605.7118
3.7600,-0.0268,0.0106,-0.0268,0.0000,0.0268,0.0000,-0.0162,0.3702,-42.2543,606.8972,-42.2639,606.6958
3.8600,-0.0234,0.0083,-0.0234,0.0000,0.0234,0.0000,-0.0151,0.2889,-42.0732,607.8802,-42.0866,607.6794
3.9600,-0.0203,0.0061,-0.0203,0.0000,0.0203,0.0000,-0.0142,0.2135,-41.8906,608.8631,-41.9073,608.6629
4.0600,-0.0174,0.0039,-0.0174,0.0000,0.0174,0.0000,-0.0135,0.1378,-41.7069,609.8458,-41.7266,609.6461
